id,name,affiliation
A5100687842,Z. Wang,"Department of Electronic and Computer Engineering, Ritsumeikan University, 
Kyoto, Japan"
A5022377161,Zafar Ali,"School of Computer Science and Engineering, Southeast University, Nanjing, China"
A5001284645,Zafar Saeed,"Dipartimento di Informatica, Università degli Studi di Bari, 70125, Bari, Italy"
A5037953109,Zaher Mundher Yaseen‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬‬,"Civil and Environmental Engineering Department, King Fahd University of Petroleum & Minerals, 31261, Dhahran, Saudi Arabia"
A5047996342,Zahid Halim,"Faculty of Computer Science and Engineering, Ghulam Ishaq Khan (GIK) Institute of Engineering Sciences Technology, Topi, 23460, Pakistan"
A5011284774,Zahra Hajirahimi,"Department of Industrial and Systems Engineering, Isfahan University of Technology, Isfahan, 84156-83111, Iran"
A5002178808,Zahra Jalali Khalil Abadi,"Department of Computer Science, Shahid Bahonar University of Kerman, Box No. 76135-133, Kerman, Iran"
A5060949035,Zainab Al Ani,"Department of Petroleum & Chemical Engineering, College of Engineering, Sultan Qaboos University, P.O. Box 33, P.C. 123, Al-Khod, Muscat, Sultanate of Oman"
A5016509448,Zakir Hussain,"Department of Computer Science and Engineering, National Institute of Technology Silchar, NIT Road, Cachar, Silchar, Assam, 788010, India"
A5043148826,Zdzisław Kowalczuk,"Department of Robotics and Decision Systems, Faculty of Electronics, Telecommunications and Informatics, Gdańsk University of Technology, Narutowicza 11/12, 80-233, Gdańsk, Pomorskie, Poland"
A5034636278,Zeeshan Hayder,"CSIRO, Building 801, Cnr of Dickson Way and, N Science Rd, Acton, ACT, 2601, Australia"
A5064564307,Zehua Jia,"School of Information and Communication Engineering, Hainan University, Haikou, China"
A5024619778,Zengbiao Yang,"School of Artificial Intelligence and Automation, Hubei Engineering Research Center of Machine Vision and Intelligent Systems, Huazhong University of Science and Technology, Wuhan, 430074, China"
A5057608131,Zengtai Gong,"College of Mathematics and Statistics, Northwest Normal University, Anning East Road, Lanzhou, 730070, Gansu, China"
A5113291848,Zeqiye Zhan,"Faculty of Applied Sciences, Macao Polytechnic University, Rua de Luis Gonzaga Gomes, Macau, SAR, China"
A5100437308,Zeshui Xu,"Business School, Sichuan University, Chengdu, People’s Republic of China"
A5100437308,Zeshui Xu,"Business School, Sichuan University, 610064, Chengdu, PR China"
A5100437308,Zeshui Xu,"Business School, Sichuan University, Chengdu, 610064, China"
A5101408584,Zewen Li,"College of Computer and Information, Hohai University, Nanjing, China"
A5100393417,Zhan Zhang,"Department of Computer Science and Technology, Tsinghua University, Beijing, China"
A5100393417,Zhan Zhang,"Institute of Nuclear and New Energy Technology, Tsinghua University, Beijing, China"
A5100418968,Zhang Li,"College of Aerospace Science and Engineering, National University of Defense Technology, Changsha, China"
A5104281232,Zhang Yi,"Intelligent Interdisciplinary Research Center and College of Computer Science, Sichuan University, Chengdu, 610065, China"
A5101671584,Zhaobin Wang,"School of Information Science and Engineering, Lanzhou University, Lanzhou, 730000, China"
A5101393682,Zhaolei Dong,"College of Electronic and Information Engineering, Shandong University of Science and Technology, Qianwangang Road, Qingdao, 266590, Shandong, China"
A5086034088,Zhaowen Li,"College of Information Engineering, Nanning University, Nanning, 530200, Guangxi, People’s Republic of China"
A5086034088,Zhaowen Li,"Key Laboratory of Complex System Optimization and Big Data Processing in Department of Guangxi Education, Yulin Normal University, Yulin, 537000, Guangxi, People’s Republic of China"
A5003218042,Zhaoxia Wang,"School of Computing and Information Systems, Singapore Management University, 80 Stamford Rd, Singapore, 178902, Singapore"
A5100462376,Zhe Liu,"School of Computer Sciences, Universiti Sains Malaysia, 11800, Gelugor, Penang, Malaysia"
A5049529533,Zhe Sun,"Department of Information Science and Engineering, Yanshan University, Qinhuangdao, China"
A5049529533,Zhe Sun,"Department of Information Science and Engineering, Yanshan University, Hebei Street, Qinhuangdao, 066000, Hebei, China"
A5081963904,Zhehuang Huang,"School of Mathematics Sciences, Huaqiao University, Quanzhou, 362021, Fujian, People’s Republic of China"
A5102003367,Zhen Guo,"College of Information and Communication Engineering (School of Cyberspace Security), State Key Lab of Marine Resource Utilisation in South China Sea, Hainan University, Haikou, 570228, Hainan, China"
A5080018418,Zhen Liu,"College of Electronic Science and Technology, National University of Defense Technology, Changsha, 410073, China"
A5065030408,Zheng Lv,"Key Laboratory of Intelligent Control and Optimization for Industrial Equipment, Ministry of Education, Dalian University of Technology, Dalian, China"
A5050623306,Zhengeng Yang,"National Engineering Laboratory for Robot Visual Perception and Control Technology, College of Electrical and Information Engineering, Hunan University, Changsha, 410082, China"
A5101488949,Zhenghong Yang,"Key Laboratory of Agricultural Informatization Standardization, Ministry of Agriculture and Rural Affairs, Beijing, China"
A5058550256,Zhengjie Wang,"College of Electronic and Information Engineering, Shandong University of Science and Technology, Qianwangang Road, Qingdao, 266590, Shandong, China"
A5073211491,Zhengjing Ma,"School of Engineering and Technology, China University of Geosciences (Beijing), Xueyuan Road No. 29, Haidian District, Beijing, 100083, China"
A5050659799,Zhengping Hu,"Department of Information Science and Engineering, Yanshan University, Qinhuangdao, China"
A5089450091,Zhengping Zou,"National Key Laboratory of Science and Technology on Aero-engine Aero-thermodynamics, Beihang University, Beijing, 100191, China"
A5010004403,Zhennao Cai,"Department of Computer Science and Artificial Intelligence, Wenzhou University, Wenzhou, 325035, China"
A5101457173,Zhenyu Lu,"School of Information Science and Engineering, Lanzhou University, No. 222 South Tianshui Road, Lanzhou, 730000, Gansu, China"
A5103103102,Zhewei Ye,"Department of Orthopedics, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, 430022, China"
A5059262865,Zhi-Ao Feng,"College of Computer and Information Science, Southwest University, Chongqing, 400715, China"
A5114169025,Zhi-Chao Dou,"College of Computer Science and Engineering, Shandong University of Science and Technology, Qingdao, 266590, Shandong, China"
A5102011846,Zhidong Deng,"State Key Laboratory of Intelligent Technology and Systems, Department of Computer Science and Technology, Institute for Artificial Intelligence at Tsinghua University (THUAI), Beijing National Research Center for Information Science and Technology (BNRist), Tsinghua University, Beijing, 100084, China"
A5101821254,Zhigang Luo,"College of Computer, National University of Defense Technology, Changsha, 410073, China"
A5074405661,Zhigang Tu,"State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, China"
A5101477157,Zhigao Guo,"Bayesian Artificial Intelligence Research Lab, Risk and Information Management (RIM) Research Group, School of Electronic Engineering and Computer Science, Queen Mary University of London (QMUL), London, E1 4NS, UK"
A5067611057,Zhihao Hao,"PAMI Research Group, Department of Computer and Information Science, University of Macau, Taipa, Macau, 999078, China"
A5100460994,Zhihong Wang,"Institute of Artificial Intelligence, School of Information Science and Technology, Southwest Jiaotong University, Chengdu, 611756, Sichuan, People’s Republic of China"
A5043352718,Zhihui Lai,"College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China"
A5100388920,Zhijun Zhang,"School of Automation Science and Engineering, South China University of Technology, Guangzhou, China"
A5054984160,Zhiping Wu,"School of Computer Science, Minnan Normal University, Zhangzhou, 363000, Fujian, China"
A5087773838,Zhiqiang Wu,"Department of Network Security, Henan Police College, Zhengzhou, 450046, China"
A5081933126,Zhiwen Shao,"School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, 221116, China"
A5100701158,Zhiwen Yu,"School of Computer Science and Engineering, South China University of Technology, Panyu district, Guangzhou, 510006, Guangdong, China"
A5042341977,Zhixiao Wang,"Mine Digitization Engineering Research Center, Ministry of Education of the People's Republic of China, Xuzhou, 221116, Jiangsu, China"
A5100586510,Zhiyu Xian,"School of Physics, Nankai University, Tianjin, 300071, People's Republic of China"
A5007087808,Zhiyuan Huang,"State Key Laboratory of Robotics and System, Harbin Institute of Technology, Harbin, 150001, Heilongjiang, People's Republic of China"
A5044088814,Zhong Xiu-rong,"College of Artificial Intelligence, Southwest University, Chongqing, 400715, China"
A5108900100,Zhong Yao,"School of Economics and Management, Beihang University, Beijing, 100191, China"
A5025165146,Zhongbo Sun,"Department of Control Engineering, Changchun University of Technology, Changchun, 130012, China"
A5100413271,Zhonghua Liu,"School of Information Engineering, Zhejiang Ocean University, Zhoushan, China"
A5100676074,Zhongshi He,"College of Computer Science, Chongqing University, Chongqing, 400044, China"
A5029589252,Zhongyi Hu,"Intelligent Information Systems Institute, Wenzhou University, Wenzhou, 325035, China"
A5100663794,Zhongyi Wang,"School of Electronic and Information Engineering, University of Science and Technology Liaoning, Anshan, 114051, Liaoning, People's Republic of China"
A5016368471,Zhouling Ye,"Transportation Bureau, Longquan, 323700, China"
A5061511561,Zhubo Ruan,"Key Laboratory of Intelligent Perception and Image Understanding of Ministry of Education, School of Artificial Intelligence, Xidian University, Xi’an, China"
A5039352999,Zhuming Bi,"Department of Civil and Mechanical Engineering, Purdue University Fort Wayne, Fort Wayne, IN, 46805, USA"
A5100429695,Zhuo Zhang,"Department of Sociology, Central South University, Changsha, 410083, China"
A5100429695,Zhuo Zhang,"Central South University, Changsha, China"
A5086602898,Zhuoyi Li,"School of Information Science and Engineering, Yanshan University, Qinhuangdao, China"
A5019281107,Zhuyang Xie,"School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, 611756, China"
A5040805922,Ziang Cao,"School of Automotive Studies, Tongji University, No. 4800 Cao’an Road, Jiading District, Shanghai, 201804, China"
A5060846150,Ziaul Haq Abbas,"Faculty of Electrical Engineering, Ghulam Ishaq Khan (GIK) Institute of Engineering Sciences and Technology, Topi, 23460, Pakistan"
A5061655810,Zichen He,"Shanghai Aerospace Electronic Technology Institute, Shanghai, 201109, China"
A5034324329,Zifei Ma,"School of Water Conservancy, Yunnan Agriculture University, Kunming, China"
A5028215399,Zihang Jia,"College of Mathematics and Statistics, Northwest Normal University, No. 967, Anning East Road, Lanzhou, 730070, Gansu, People's Republic of China"
A5101903837,Zijian Wu,"School of Management, Hefei University of Technology, Street, Hefei, 230009, Anhui, China"
A5101903837,Zijian Wu,"Key Laboratory of Process Optimization and Intelligent Decision-Making, Ministry of Education, Hefei, People’s Republic of China"
A5112880589,Zijie Xu,"Graduate Student, Zhejiang University of Technology, Hangzhou, 310014, Zhejiang Province, China"
A5100764713,Zijun Zhang,"School of Data Science, City University of Hong Kong, Hong Kong SAR, China"
A5100373625,Ziyu Chen,"College of Computer Science, Chongqing University, Chongqing, 400044, China"
A5019886356,Ziyuan Yang,"College of Computer Sciences, Sichuan University, No.24 South Section, First Ring Road, Chengdu, 610065, Sichuan, China"
A5083690942,Zohre Moattar Husseini,"Department of Industrial Engineering & Management Systems, Amirkabir University of Technology, Tehran, Iran"
A5028152521,Zoran Jovanović,"Department of Business Studies Blace, Toplica Academy of Applied Studies, Prokuplje, Serbia"
A5089371801,Zunaira Rauf,"Pattern Recognition Lab, Department of Computer & Information Sciences, Pakistan Institute of Engineering & Applied Sciences, Nilore, Islamabad, 45650, Pakistan"
A5055550759,Zuohan Chen,"Gansu Engineering Research Center of Manufacturing Informationization, Lanzhou University of Technology, Lanzhou, China"
A5065007116,Zuzanna Warso,"Trilateral Research, Belview Port, Ireland"
A5081157508,Ángel Fernández Gambı́n,"Department of Computer Science, Oslo Metropolitan University, Oslo, Norway"
A5077238823,Ángel Fernández-Leal,"Department of Computer Science and Information Technologies, Universidade da Coruña (CITIC), Campus de Elviña, 15071, A Coruña, Spain"
A5061363970,Ömer Faruk Görçün,"Department of Business Administration, Faculty of Business, Kadir Has University, Istanbul, Turkey"
A5003621386,Öykü Ilıcak,"Industrial Engineering Department, Galatasaray University, Istanbul, Türkiye"
A5086770795,Özlem Faydasiçok,"Department of Mathematic, Faculty of Science, Istanbul University, Vezneciler, 34134, Istanbul, Turkey"
